excited_states:spectrum:nm:x / nm,excited_states:spectrum:nm:y / arb. unit
372.3249202198206,4.9841768941799454e-15
371.2101749497014,6.080382391485012e-15
370.10208487522465,7.391888402846166e-15
369.00059057500073,8.955029499995111e-15
367.90563333293846,1.0810998233398517e-14
366.8171551278115,1.3006240303458524e-14
365.7350986230096,1.5592831945562243e-14
364.6594071564714,1.862882721311084e-14
363.59002473079255,2.2178561125608804e-14
362.52689600350953,2.631289301124286e-14
361.4699662775518,3.110937288703478e-14
360.41918149186125,3.6652312464951564e-14
359.37448821217464,4.303274143653714e-14
358.33583362196606,5.034822916334551e-14
357.3031655135454,5.870255187899517e-14
356.2764322793111,6.82051860821804e-14
355.2555829031526,7.897061005355712e-14
354.24056695200073,9.1117397437267e-14
353.2313345675221,1.0476708964865106e-13
352.22783645795533,1.2004283754123502e-13
351.2300238900857,1.3706780730071987e-13
350.23784868135664,1.5596335091340434e-13
349.25126319211336,1.7684694772922794e-13
348.27022031797827,1.9982993051596218e-13
347.29467348235363,2.2501501685282533e-13
346.3245766290511,2.524936745709669e-13
345.3598842150426,2.823433580092564e-13
344.40055120333403,3.146246598756379e-13
343.4465330559564,3.493784312167558e-13
342.49778572707254,3.8662292910845236e-13
341.5542656561991,4.263510578804587e-13
340.6159297615392,4.685277746709421e-13
339.68273543342536,5.130877335700248e-13
338.7546405278696,5.599332442785697e-13
337.8316033602187,6.089326208370455e-13
336.91358269891373,6.599189933769955e-13
336.0005377593504,7.126896508833368e-13
335.09242819783856,7.670059755723109e-13
334.18921410566105,8.225940197114734e-13
333.29085600322645,8.791457636483085e-13
332.3973148343171,9.363210796769705e-13
331.5085519604285,9.937504104545628e-13
330.62452915520066,1.0510381533605994e-12
329.74520859893687,1.1077667239361484e-12
328.8705528732103,1.1635012528667008e-12
328.0005249555562,1.2177948524591375e-12
327.1350882142487,1.270194370810548e-12
326.2742064031586,1.3202465354859602e-12
325.4178436566936,1.3675043741072074e-12
324.5659644848174,1.4115337873611877e-12
323.71853376814687,1.4519201410532507e-12
322.87551675312574,1.488274738366613e-12
322.03687904727343,1.5202410317422405e-12
321.2025866145085,1.547500435946992e-12
320.3726057705434,1.5697776100005644e-12
319.5469031783512,1.5868450855966696e-12
318.72544584370246,1.5985271332565225e-12
317.9082011107699,1.6047027743362362e-12
317.0951366578012,1.6053078666971622e-12
316.28622049285786,1.6003362137575095e-12
315.481420949619,1.5898396701097054e-12
314.6807066832494,1.5739272411867048e-12
313.8840466663298,1.5527631988361938e-12
